Value,MODLAND,VI Usefulness,Aerosol Quantity,Adjacent cloud detected,Atmosphere BRDF Correction,Mixed Clouds,Land/Water Mask,Possible snow/ice,Possible shadow
54314,"Pixel produced, but most probably cloudy",Decreasing quality (1010),Climatology,No,No,Yes,Ocean coastlines and lake shorelines,Yes,Yes
54318,"Pixel produced, but most probably cloudy",Decreasing quality (1011),Climatology,No,No,Yes,Ocean coastlines and lake shorelines,Yes,Yes
54570,"Pixel produced, but most probably cloudy",Decreasing quality (1010),Climatology,Yes,No,Yes,Ocean coastlines and lake shorelines,Yes,Yes
54574,"Pixel produced, but most probably cloudy",Decreasing quality (1011),Climatology,Yes,No,Yes,Ocean coastlines and lake shorelines,Yes,Yes
54578,"Pixel produced, but most probably cloudy",Lowest quality,Climatology,Yes,No,Yes,Ocean coastlines and lake shorelines,Yes,Yes
55321,"VI produced, but check other QA",Decreasing quality (0110),Climatology,No,No,No,Shallow inland water,Yes,Yes
55325,"VI produced, but check other QA",Decreasing quality (0111),Climatology,No,No,No,Shallow inland water,Yes,Yes
55326,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Climatology,No,No,No,Shallow inland water,Yes,Yes
55329,"VI produced, but check other QA",Decreasing quality (1000),Climatology,No,No,No,Shallow inland water,Yes,Yes
55330,"Pixel produced, but most probably cloudy",Decreasing quality (1000),Climatology,No,No,No,Shallow inland water,Yes,Yes
55359,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,No,Shallow inland water,Yes,Yes
55380,VI produced with good quality,Decreasing quality (0101),Low,No,No,No,Shallow inland water,Yes,Yes
55445,"VI produced, but check other QA",Decreasing quality (0101),Average,No,No,No,Shallow inland water,Yes,Yes
55449,"VI produced, but check other QA",Decreasing quality (0110),Average,No,No,No,Shallow inland water,Yes,Yes
55453,"VI produced, but check other QA",Decreasing quality (0111),Average,No,No,No,Shallow inland water,Yes,Yes
55517,"VI produced, but check other QA",Decreasing quality (0111),High,No,No,No,Shallow inland water,Yes,Yes
55521,"VI produced, but check other QA",Decreasing quality (1000),High,No,No,No,Shallow inland water,Yes,Yes
55525,"VI produced, but check other QA",Decreasing quality (1001),High,No,No,No,Shallow inland water,Yes,Yes
55581,"VI produced, but check other QA",Decreasing quality (0111),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55582,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55585,"VI produced, but check other QA",Decreasing quality (1000),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55586,"Pixel produced, but most probably cloudy",Decreasing quality (1000),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55589,"VI produced, but check other QA",Decreasing quality (1001),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55590,"Pixel produced, but most probably cloudy",Decreasing quality (1001),Climatology,Yes,No,No,Shallow inland water,Yes,Yes
55615,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,Yes,No,No,Shallow inland water,Yes,Yes
56358,"Pixel produced, but most probably cloudy",Decreasing quality (1001),Climatology,No,No,Yes,Shallow inland water,Yes,Yes
56362,"Pixel produced, but most probably cloudy",Decreasing quality (1010),Climatology,No,No,Yes,Shallow inland water,Yes,Yes
56366,"Pixel produced, but most probably cloudy",Decreasing quality (1011),Climatology,No,No,Yes,Shallow inland water,Yes,Yes
56383,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,Yes,Shallow inland water,Yes,Yes
56418,"Pixel produced, but most probably cloudy",Decreasing quality (1000),Low,No,No,Yes,Shallow inland water,Yes,Yes
56618,"Pixel produced, but most probably cloudy",Decreasing quality (1010),Climatology,Yes,No,Yes,Shallow inland water,Yes,Yes
56622,"Pixel produced, but most probably cloudy",Decreasing quality (1011),Climatology,Yes,No,Yes,Shallow inland water,Yes,Yes
56626,"Pixel produced, but most probably cloudy",Lowest quality,Climatology,Yes,No,Yes,Shallow inland water,Yes,Yes
56639,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,Yes,No,Yes,Shallow inland water,Yes,Yes
63487,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,High,Yes,Yes,Yes,Moderate or continental ocean,Yes,Yes
