Date,FM,County_FIP
9/13/2020,5,21
9/14/2019,5,21
9/14/2020,5,21
9/15/2019,5,21
9/15/2020,5,21
9/16/2019,5,21
9/16/2020,5,21
9/17/2019,5,21
9/17/2020,5,21
9/18/2019,5,21
9/18/2020,5,21
9/19/2019,9,21
9/19/2020,5,21
9/20/2019,9,21
9/20/2020,5,21
9/21/2019,9,21
9/21/2020,5,21
9/22/2019,5,21
9/22/2020,5,21
9/23/2019,5,21
9/23/2020,5,21
9/24/2019,5,21
9/24/2020,5,21
9/25/2019,5,21
9/25/2020,5,21
9/26/2019,9,21
9/26/2020,5,21
9/27/2019,5,21
9/27/2020,5,21
9/28/2019,5,21
9/28/2020,5,21
9/29/2019,5,21
9/29/2020,5,21
9/30/2019,5,21
9/30/2020,5,21
10/1/2019,5,21
10/1/2020,5,21
10/2/2019,8,21
10/2/2020,5,21
10/3/2019,5,21
10/3/2020,5,21
10/4/2019,5,21
10/4/2020,5,21
10/5/2019,5,21
10/5/2020,5,21
10/6/2019,5,21
10/6/2020,5,21
10/7/2019,5,21
10/7/2020,5,21
10/8/2019,5,21
10/8/2020,5,21
10/9/2019,5,21
10/9/2020,5,21
10/10/2019,5,21
10/10/2020,5,21
10/11/2019,5,21
10/11/2020,5,21
10/12/2019,5,21
10/12/2020,9,21
10/13/2019,5,21
10/13/2020,9,21
10/14/2019,5,21
10/14/2020,5,21
10/15/2019,9,21
10/15/2020,5,21
10/16/2019,5,21
10/16/2020,5,21
10/17/2019,9,21
10/17/2020,5,21
10/18/2019,5,21
10/18/2020,8,21
10/19/2019,8,21
10/19/2020,9,21
10/20/2019,5,21
10/20/2020,5,21
10/21/2019,5,21
10/21/2020,5,21
10/22/2019,9,21
10/22/2020,5,21
10/23/2019,5,21
10/23/2020,5,21
10/24/2019,5,21
10/24/2020,9,21
10/25/2019,5,21
10/25/2020,5,21
10/26/2019,5,21
10/26/2020,5,21
10/27/2019,5,21
10/27/2020,5,21
10/28/2019,5,21
10/28/2020,8,21
10/29/2019,5,21
10/29/2020,9,21
10/30/2019,5,21
10/30/2020,9,21
10/31/2019,8,21
10/31/2020,5,21
11/1/2019,9,21
11/1/2020,5,21
11/2/2019,9,21
11/2/2020,5,21
11/3/2019,5,21
11/3/2020,9,21
11/4/2019,5,21
11/4/2020,9,21
11/5/2019,9,21
11/5/2020,5,21
11/6/2019,9,21
11/6/2020,8,21
11/7/2019,8,21
11/7/2020,5,21
11/8/2019,9,21
11/8/2020,5,21
11/9/2019,5,21
11/9/2020,5,21
11/10/2019,5,21
11/10/2020,9,21
11/11/2019,5,21
11/11/2020,5,21
11/12/2019,9,21
11/12/2020,8,21
11/13/2019,8,21
11/13/2020,5,21
11/14/2019,9,21
11/14/2020,9,21
11/15/2019,9,21
11/15/2020,9,21
11/16/2019,5,21
11/16/2020,9,21
11/17/2019,9,21
11/17/2020,5,21
11/18/2019,8,21
11/18/2020,5,21
11/19/2019,8,21
11/19/2020,9,21
11/20/2019,5,21
11/20/2020,5,21
11/21/2019,9,21
11/21/2020,5,21
11/22/2019,9,21
11/22/2020,5,21
11/23/2019,9,21
11/23/2020,9,21
11/24/2019,5,21
11/24/2020,9,21
11/25/2019,5,21
11/25/2020,9,21
11/26/2019,5,21
11/26/2020,5,21
11/27/2019,8,21
11/27/2020,5,21
11/28/2019,5,21
11/28/2020,9,21
11/29/2019,5,21
11/29/2020,5,21
11/30/2019,5,21
11/30/2020,9,21
12/1/2019,5,21
12/1/2020,5,21
12/2/2019,5,21
12/2/2020,9,21
12/3/2019,5,21
12/3/2020,9,21
12/4/2019,5,21
12/4/2020,9,21
12/5/2019,5,21
12/5/2020,5,21
12/6/2019,5,21
12/6/2020,5,21
12/7/2019,5,21
12/7/2020,5,21
12/8/2019,5,21
12/8/2020,9,21
12/9/2019,5,21
12/9/2020,5,21
12/10/2019,8,21
12/10/2020,9,21
12/11/2019,5,21
12/11/2020,5,21
12/12/2019,5,21
12/12/2020,9,21
12/13/2019,5,21
12/13/2020,5,21
12/14/2019,8,21
12/14/2020,5,21
12/15/2019,5,21
12/15/2020,8,21
12/16/2019,8,21
12/16/2020,5,21
12/17/2019,5,21
12/17/2020,5,21
12/18/2019,5,21
12/18/2020,5,21
12/19/2019,5,21
12/19/2020,9,21
12/20/2019,5,21
12/20/2020,5,21
12/21/2019,4,21
12/21/2020,9,21
12/22/2019,5,21
12/22/2020,5,21
12/23/2019,5,21
12/23/2020,5,21
12/24/2019,5,21
12/24/2020,8,21
12/25/2019,5,21
12/25/2020,5,21
12/26/2019,5,21
12/26/2020,5,21
12/27/2019,5,21
12/27/2020,5,21
12/28/2019,5,21
12/28/2020,9,21
12/29/2019,5,21
12/29/2020,5,21
12/30/2019,5,21
12/30/2020,5,21
12/31/2019,5,21
12/31/2020,9,21
1/1/2019,5,23
1/1/2020,5,23
1/2/2019,8,23
1/2/2020,5,23
1/3/2019,5,23
1/3/2020,5,23
1/4/2019,5,23
1/4/2020,5,23
1/5/2019,5,23
1/5/2020,5,23
1/6/2019,5,23
1/6/2020,5,23
1/7/2019,5,23
1/7/2020,5,23
1/8/2019,5,23
1/8/2020,5,23
1/9/2019,5,23
1/9/2020,5,23
1/10/2019,5,23
1/10/2020,5,23
1/11/2019,5,23
1/11/2020,5,23
1/12/2019,5,23
1/12/2020,5,23
1/13/2019,5,23
1/13/2020,5,23
1/14/2019,5,23
1/14/2020,5,23
1/15/2019,5,23
1/15/2020,5,23
1/16/2019,5,23
1/16/2020,5,23
1/17/2019,5,23
1/17/2020,5,23
1/18/2019,5,23
1/18/2020,5,23
1/19/2019,5,23
1/19/2020,5,23
1/20/2019,5,23
1/20/2020,5,23
1/21/2019,5,23
1/21/2020,5,23
1/22/2019,5,23
1/22/2020,5,23
1/23/2019,5,23
1/23/2020,5,23
1/24/2019,5,23
1/24/2020,5,23
1/25/2019,5,23
1/25/2020,5,23
1/26/2019,5,23
1/26/2020,5,23
1/27/2019,5,23
1/27/2020,5,23
1/28/2019,5,23
1/28/2020,5,23
1/29/2019,8,23
1/29/2020,5,23
1/30/2019,5,23
1/30/2020,5,23
1/31/2019,5,23
1/31/2020,5,23
2/1/2019,5,23
2/1/2020,5,23
2/2/2019,5,23
2/2/2020,5,23
2/3/2019,5,23
2/3/2020,5,23
2/4/2019,5,23
2/4/2020,5,23
2/5/2019,5,23
2/5/2020,5,23
2/6/2019,5,23
2/6/2020,5,23
2/7/2019,5,23
2/7/2020,5,23
2/8/2019,5,23
2/8/2020,5,23
2/9/2019,5,23
2/9/2020,8,23
2/10/2019,5,23
2/10/2020,5,23
2/11/2019,5,23
2/11/2020,5,23
2/12/2019,4,23
2/12/2020,5,23
2/13/2019,5,23
2/13/2020,5,23
2/14/2019,5,23
2/14/2020,5,23
2/15/2019,5,23
2/15/2020,5,23
2/16/2019,5,23
2/16/2020,5,23
2/17/2019,5,23
2/17/2020,5,23
2/18/2019,5,23
2/18/2020,5,23
2/19/2019,5,23
2/19/2020,5,23
2/20/2019,5,23
2/20/2020,5,23
2/21/2019,5,23
2/21/2020,5,23
2/22/2019,5,23
2/22/2020,5,23
2/23/2019,5,23
2/23/2020,5,23
2/24/2019,5,23
2/24/2020,5,23
2/25/2019,4,23
2/25/2020,5,23
2/26/2019,4,23
2/26/2020,5,23
2/27/2019,5,23
2/27/2020,8,23
2/28/2019,5,23
2/28/2020,5,23
2/29/2020,5,23
3/1/2019,5,23
3/1/2020,5,23
3/2/2019,5,23
3/2/2020,5,23
3/3/2019,5,23
3/3/2020,8,23
3/4/2019,5,23
3/4/2020,5,23
3/5/2019,4,23
3/5/2020,5,23
3/6/2019,5,23
3/6/2020,5,23
3/7/2019,5,23
3/7/2020,5,23
3/8/2019,5,23
3/8/2020,5,23
3/9/2019,5,23
3/9/2020,5,23
3/10/2019,5,23
3/10/2020,5,23
3/11/2019,5,23
3/11/2020,5,23
3/12/2019,5,23
3/12/2020,5,23
3/13/2019,5,23
3/13/2020,5,23
3/14/2019,5,23
3/14/2020,5,23
3/15/2019,5,23
3/15/2020,5,23
3/16/2019,5,23
3/16/2020,5,23
3/17/2019,5,23
3/17/2020,5,23
3/18/2019,8,23
3/18/2020,5,23
3/19/2019,5,23
3/19/2020,5,23
3/20/2019,5,23
3/20/2020,5,23
3/21/2019,5,23
3/21/2020,5,23
3/22/2019,5,23
3/22/2020,5,23
3/23/2019,5,23
3/23/2020,5,23
3/24/2019,5,23
3/24/2020,5,23
3/25/2019,5,23
3/25/2020,5,23
3/26/2019,5,23
3/26/2020,5,23
3/27/2019,5,23
3/27/2020,5,23
3/28/2019,5,23
3/28/2020,5,23
3/29/2019,5,23
3/29/2020,5,23
3/30/2019,5,23
3/30/2020,5,23
3/31/2019,5,23
3/31/2020,5,23
4/1/2019,5,23
4/1/2020,5,23
4/2/2019,5,23
4/2/2020,5,23
4/3/2019,5,23
4/3/2020,5,23
4/4/2019,5,23
4/4/2020,5,23
4/5/2019,5,23
4/5/2020,5,23
4/6/2019,5,23
4/6/2020,5,23
4/7/2019,5,23
4/7/2020,5,23
4/8/2019,5,23
4/8/2020,5,23
4/9/2019,5,23
4/9/2020,5,23
4/10/2019,5,23
4/10/2020,5,23
4/11/2019,5,23
4/11/2020,5,23
4/12/2019,5,23
4/12/2020,5,23
4/13/2019,5,23
4/13/2020,5,23
4/14/2019,5,23
4/14/2020,5,23
4/15/2019,5,23
4/15/2020,5,23
4/16/2019,5,23
4/16/2020,5,23
4/17/2019,5,23
4/17/2020,5,23
4/18/2019,5,23
4/18/2020,5,23
4/19/2019,5,23
4/19/2020,5,23
4/20/2019,5,23
4/20/2020,5,23
4/21/2019,5,23
4/21/2020,5,23
4/22/2019,5,23
4/22/2020,5,23
4/23/2019,5,23
4/23/2020,5,23
4/24/2019,5,23
4/24/2020,5,23
4/25/2019,5,23
4/25/2020,5,23
4/26/2019,5,23
4/26/2020,5,23
4/27/2019,9,23
4/27/2020,5,23
4/28/2019,5,23
4/28/2020,5,23
4/29/2019,5,23
4/29/2020,5,23
4/30/2019,5,23
4/30/2020,5,23
5/1/2019,5,23
5/1/2020,5,23
5/2/2019,5,23
5/2/2020,5,23
5/3/2019,5,23
5/3/2020,5,23
5/4/2019,5,23
5/4/2020,5,23
5/5/2019,5,23
5/5/2020,5,23
5/6/2019,5,23
5/6/2020,5,23
5/7/2019,5,23
5/7/2020,5,23
5/8/2019,5,23
5/8/2020,5,23
5/9/2019,5,23
5/9/2020,5,23
5/10/2019,5,23
5/10/2020,5,23
5/11/2019,5,23
5/11/2020,8,23
5/12/2019,5,23
5/12/2020,5,23
5/13/2019,5,23
5/13/2020,5,23
5/14/2019,5,23
5/14/2020,5,23
5/15/2019,5,23
5/15/2020,5,23
5/16/2019,5,23
5/16/2020,5,23
5/17/2019,5,23
5/17/2020,5,23
5/18/2019,5,23
5/18/2020,5,23
5/19/2019,5,23
5/19/2020,5,23
5/20/2019,5,23
5/20/2020,5,23
5/21/2019,5,23
5/21/2020,5,23
5/22/2019,5,23
5/22/2020,5,23
5/23/2019,5,23
5/23/2020,5,23
5/24/2019,5,23
5/24/2020,5,23
5/25/2019,5,23
5/25/2020,5,23
5/26/2019,5,23
5/26/2020,5,23
5/27/2019,5,23
5/27/2020,5,23
5/28/2019,5,23
5/28/2020,5,23
5/29/2019,5,23
5/29/2020,5,23
5/30/2019,5,23
5/30/2020,5,23
5/31/2019,5,23
5/31/2020,5,23
6/1/2019,5,23
6/1/2020,5,23
6/2/2019,5,23
6/2/2020,5,23
6/3/2019,5,23
6/3/2020,5,23
6/4/2019,5,23
6/4/2020,5,23
6/5/2019,5,23
6/5/2020,5,23
6/6/2019,5,23
6/6/2020,5,23
6/7/2019,5,23
6/7/2020,5,23
6/8/2019,5,23
6/8/2020,5,23
6/9/2019,5,23
6/9/2020,5,23
6/10/2019,5,23
6/10/2020,5,23
6/11/2019,5,23
6/11/2020,5,23
6/12/2019,5,23
6/12/2020,5,23
6/13/2019,5,23
6/13/2020,5,23
6/14/2019,5,23
6/14/2020,5,23
6/15/2019,5,23
6/15/2020,5,23
6/16/2019,5,23
6/16/2020,5,23
6/17/2019,5,23
6/17/2020,5,23
6/18/2019,5,23
6/18/2020,5,23
6/19/2019,5,23
6/19/2020,5,23
6/20/2019,5,23
6/20/2020,5,23
6/21/2019,5,23
6/21/2020,5,23
6/22/2019,5,23
6/22/2020,5,23
6/23/2019,5,23
6/23/2020,5,23
6/24/2019,5,23
6/24/2020,5,23
6/25/2019,5,23
6/25/2020,5,23
6/26/2019,5,23
6/26/2020,5,23
6/27/2019,5,23
6/27/2020,5,23
6/28/2019,5,23
6/28/2020,5,23
6/29/2019,5,23
6/29/2020,5,23
6/30/2019,5,23
6/30/2020,5,23
7/1/2019,5,23
7/1/2020,5,23
7/2/2019,5,23
7/2/2020,5,23
7/3/2019,5,23
7/3/2020,5,23
7/4/2019,5,23
7/4/2020,5,23
7/5/2019,5,23
7/5/2020,5,23
7/6/2019,5,23
7/6/2020,5,23
7/7/2019,5,23
7/7/2020,5,23
7/8/2019,5,23
7/8/2020,5,23
7/9/2019,5,23
7/9/2020,5,23
7/10/2019,5,23
7/10/2020,5,23
7/11/2019,5,23
7/11/2020,5,23
7/12/2019,5,23
7/12/2020,5,23
7/13/2019,5,23
7/13/2020,5,23
7/14/2019,5,23
7/14/2020,5,23
7/15/2019,5,23
7/15/2020,5,23
7/16/2019,5,23
7/16/2020,5,23
7/17/2019,5,23
7/17/2020,5,23
7/18/2019,5,23
7/18/2020,5,23
7/19/2019,5,23
7/19/2020,5,23
7/20/2019,5,23
7/20/2020,9,23
7/21/2019,5,23
7/21/2020,5,23
7/22/2019,5,23
7/22/2020,5,23
7/23/2019,5,23
7/23/2020,5,23
7/24/2019,5,23
7/24/2020,5,23
7/25/2019,5,23
7/25/2020,5,23
7/26/2019,5,23
7/26/2020,5,23
7/27/2019,5,23
7/27/2020,5,23
7/28/2019,5,23
7/28/2020,9,23
7/29/2019,5,23
7/29/2020,9,23
7/30/2019,5,23
7/30/2020,9,23
7/31/2019,5,23
7/31/2020,9,23
8/1/2019,5,23
8/1/2020,9,23
8/2/2019,5,23
8/2/2020,8,23
8/3/2019,5,23
8/3/2020,9,23
8/4/2019,5,23
8/4/2020,8,23
8/5/2019,5,23
8/5/2020,9,23
8/6/2019,5,23
8/6/2020,8,23
8/7/2019,5,23
8/7/2020,5,23
8/8/2019,5,23
8/8/2020,8,23
8/9/2019,5,23
8/9/2020,9,23
8/10/2019,5,23
8/10/2020,9,23
8/11/2019,5,23
8/11/2020,9,23
8/12/2019,5,23
8/12/2020,8,23
8/13/2019,5,23
8/13/2020,9,23
8/14/2019,5,23
8/14/2020,9,23
8/15/2019,5,23
8/15/2020,9,23
8/16/2019,5,23
8/16/2020,9,23
8/17/2019,5,23
8/17/2020,5,23
8/18/2019,5,23
8/18/2020,9,23
8/19/2019,5,23
8/19/2020,9,23
8/20/2019,5,23
8/20/2020,9,23
8/21/2019,5,23
8/21/2020,9,23
8/22/2019,5,23
8/22/2020,8,23
8/23/2019,5,23
8/23/2020,9,23
8/24/2019,5,23
8/24/2020,5,23
8/25/2019,5,23
8/25/2020,9,23
8/26/2019,5,23
8/26/2020,9,23
8/27/2019,5,23
8/27/2020,9,23
8/28/2019,5,23
8/28/2020,9,23
8/29/2019,5,23
8/29/2020,9,23
8/30/2019,5,23
8/30/2020,9,23
8/31/2019,5,23
8/31/2020,9,23
9/1/2019,5,23
9/1/2020,9,23
9/2/2019,5,23
9/2/2020,9,23
9/3/2019,5,23
9/3/2020,9,23
9/4/2019,5,23
9/4/2020,9,23
9/5/2019,5,23
9/5/2020,9,23
9/6/2019,5,23
9/6/2020,9,23
9/7/2019,5,23
9/7/2020,9,23
9/8/2019,5,23
9/8/2020,9,23
9/9/2019,5,23
9/9/2020,9,23
9/10/2019,5,23
9/10/2020,9,23
9/11/2019,5,23
9/11/2020,9,23
9/12/2019,5,23
9/12/2020,9,23
9/13/2019,5,23
9/13/2020,9,23
9/14/2019,5,23
9/14/2020,9,23
9/15/2019,5,23
9/15/2020,9,23
9/16/2019,5,23
9/16/2020,9,23
9/17/2019,5,23
9/17/2020,9,23
9/18/2019,5,23
9/18/2020,5,23
9/19/2019,5,23
9/19/2020,8,23
9/20/2019,5,23
9/20/2020,9,23
9/21/2019,5,23
9/21/2020,9,23
9/22/2019,5,23
9/22/2020,5,23
9/23/2019,5,23
9/23/2020,9,23
9/24/2019,5,23
9/24/2020,5,23
9/25/2019,5,23
9/25/2020,5,23
9/26/2019,5,23
9/26/2020,5,23
9/27/2019,5,23
9/27/2020,9,23
9/28/2019,5,23
9/28/2020,9,23
9/29/2019,5,23
9/29/2020,8,23
9/30/2019,5,23
9/30/2020,9,23
10/1/2019,5,23
10/1/2020,9,23
10/2/2019,5,23
10/2/2020,8,23
10/3/2019,5,23
10/3/2020,8,23
10/4/2019,5,23
10/4/2020,8,23
10/5/2019,5,23
10/5/2020,8,23
10/6/2019,9,23
10/6/2020,9,23
10/7/2019,5,23
10/7/2020,9,23
10/8/2019,5,23
10/8/2020,5,23
10/9/2019,5,23
10/9/2020,8,23
10/10/2019,5,23
10/10/2020,5,23
10/11/2019,5,23
10/11/2020,5,23
10/12/2019,8,23
10/12/2020,5,23
10/13/2019,5,23
10/13/2020,5,23
10/14/2019,5,23
10/14/2020,5,23
10/15/2019,9,23
10/15/2020,5,23
10/16/2019,5,23
10/16/2020,5,23
10/17/2019,5,23
10/17/2020,5,23
10/18/2019,5,23
10/18/2020,5,23
10/19/2019,5,23
10/19/2020,5,23
10/20/2019,5,23
10/20/2020,5,23
10/21/2019,5,23
10/21/2020,5,23
10/22/2019,8,23
10/22/2020,5,23
10/23/2019,5,23
10/23/2020,5,23
10/24/2019,5,23
10/24/2020,5,23
10/25/2019,5,23
10/25/2020,5,23
10/26/2019,5,23
10/26/2020,5,23
10/27/2019,5,23
10/27/2020,5,23
10/28/2019,5,23
10/28/2020,5,23
10/29/2019,5,23
10/29/2020,5,23
10/30/2019,5,23
10/30/2020,5,23
10/31/2019,5,23
10/31/2020,5,23
11/1/2019,5,23
11/1/2020,5,23
11/2/2019,5,23
11/2/2020,9,23
11/3/2019,5,23
11/3/2020,5,23
11/4/2019,5,23
11/4/2020,5,23
11/5/2019,5,23
11/5/2020,5,23
11/6/2019,5,23
11/6/2020,5,23
11/7/2019,5,23
11/7/2020,5,23
11/8/2019,5,23
11/8/2020,5,23
11/9/2019,5,23
11/9/2020,5,23
11/10/2019,5,23
11/10/2020,5,23
11/11/2019,5,23
11/11/2020,5,23
11/12/2019,5,23
11/12/2020,5,23
11/13/2019,9,23
11/13/2020,5,23
11/14/2019,5,23
11/14/2020,5,23
11/15/2019,5,23
11/15/2020,5,23
11/16/2019,5,23
11/16/2020,5,23
11/17/2019,5,23
11/17/2020,5,23
11/18/2019,9,23
11/18/2020,5,23
11/19/2019,5,23
11/19/2020,5,23
11/20/2019,5,23
11/20/2020,9,23
11/21/2019,5,23
11/21/2020,5,23
11/22/2019,5,23
11/22/2020,5,23
11/23/2019,5,23
11/23/2020,5,23
11/24/2019,5,23
11/24/2020,8,23
11/25/2019,5,23
11/25/2020,5,23
11/26/2019,5,23
11/26/2020,5,23
11/27/2019,5,23
11/27/2020,5,23
11/28/2019,5,23
11/28/2020,5,23
11/29/2019,5,23
11/29/2020,8,23
11/30/2019,5,23
11/30/2020,8,23
12/1/2019,5,23
12/1/2020,5,23
12/2/2019,9,23
12/2/2020,5,23
12/3/2019,8,23
12/3/2020,5,23
12/4/2019,8,23
12/4/2020,9,23
12/5/2019,5,23
12/5/2020,5,23
12/6/2019,5,23
12/6/2020,5,23
12/7/2019,5,23
12/7/2020,8,23
12/8/2019,5,23
12/8/2020,9,23
12/9/2019,8,23
12/9/2020,5,23
12/10/2019,5,23
12/10/2020,9,23
12/11/2019,5,23
12/11/2020,5,23
12/12/2019,4,23
12/12/2020,5,23
12/13/2019,5,23
12/13/2020,5,23
12/14/2019,5,23
12/14/2020,8,23
12/15/2019,5,23
12/15/2020,5,23
12/16/2019,5,23
12/16/2020,5,23
12/17/2019,5,23
12/17/2020,8,23
12/18/2019,5,23
12/18/2020,8,23
12/19/2019,5,23
12/19/2020,5,23
12/20/2019,5,23
12/20/2020,5,23
12/21/2019,5,23
12/21/2020,5,23
12/22/2019,5,23
12/22/2020,5,23
12/23/2019,5,23
12/23/2020,8,23
12/24/2019,5,23
12/24/2020,5,23
12/25/2019,5,23
12/25/2020,5,23
12/26/2019,5,23
12/26/2020,5,23
12/27/2019,5,23
12/27/2020,5,23
12/28/2019,5,23
12/28/2020,5,23
12/29/2019,5,23
12/29/2020,5,23
12/30/2019,5,23
12/30/2020,5,23
12/31/2019,5,23
12/31/2020,5,23
1/1/2019,5,25
1/1/2020,5,25
1/2/2019,5,25
1/2/2020,9,25
1/3/2019,5,25
1/3/2020,5,25
1/4/2019,5,25
1/4/2020,5,25
1/5/2019,5,25
1/5/2020,5,25
1/6/2019,5,25
1/6/2020,5,25
1/7/2019,5,25
1/7/2020,5,25
1/8/2019,5,25
1/8/2020,5,25
1/9/2019,5,25
1/9/2020,5,25
1/10/2019,5,25
1/10/2020,5,25
1/11/2019,5,25
1/11/2020,5,25
1/12/2019,5,25
1/12/2020,5,25
1/13/2019,8,25
1/13/2020,5,25
1/14/2019,5,25
1/14/2020,5,25
1/15/2019,5,25
1/15/2020,5,25
1/16/2019,5,25
1/16/2020,5,25
1/17/2019,5,25
1/17/2020,9,25
1/18/2019,5,25
1/18/2020,5,25
1/19/2019,5,25
1/19/2020,5,25
1/20/2019,8,25
1/20/2020,5,25
1/21/2019,5,25
1/21/2020,8,25
1/22/2019,5,25
1/22/2020,5,25
1/23/2019,9,25
1/23/2020,9,25
1/24/2019,9,25
1/24/2020,5,25
1/25/2019,9,25
1/25/2020,5,25
1/26/2019,9,25
1/26/2020,5,25
1/27/2019,5,25
1/27/2020,9,25
1/28/2019,5,25
1/28/2020,5,25
1/29/2019,5,25
1/29/2020,5,25
1/30/2019,5,25
1/30/2020,8,25
1/31/2019,5,25
1/31/2020,9,25
2/1/2019,5,25
2/1/2020,5,25
2/2/2019,5,25
2/2/2020,5,25
2/3/2019,5,25
2/3/2020,5,25
2/4/2019,5,25
2/4/2020,5,25
2/5/2019,5,25
2/5/2020,5,25
2/6/2019,9,25
2/6/2020,5,25
2/7/2019,9,25
2/7/2020,5,25
2/8/2019,5,25
2/8/2020,5,25
2/9/2019,9,25
2/9/2020,5,25
2/10/2019,5,25
2/10/2020,5,25
2/11/2019,5,25
2/11/2020,5,25
2/12/2019,5,25
2/12/2020,5,25
2/13/2019,5,25
2/13/2020,5,25
2/14/2019,5,25
2/14/2020,5,25
2/15/2019,5,25
2/15/2020,5,25
2/16/2019,5,25
2/16/2020,5,25
2/17/2019,5,25
2/17/2020,9,25
2/18/2019,9,25
2/18/2020,5,25
2/19/2019,5,25
2/19/2020,5,25
2/20/2019,5,25
2/20/2020,5,25
2/21/2019,5,25
2/21/2020,5,25
2/22/2019,9,25
2/22/2020,5,25
2/23/2019,9,25
2/23/2020,8,25
2/24/2019,5,25
2/24/2020,5,25
2/25/2019,5,25
2/25/2020,5,25
2/26/2019,5,25
2/26/2020,5,25
2/27/2019,5,25
2/27/2020,5,25
2/28/2019,5,25
2/28/2020,5,25
2/29/2020,5,25
3/1/2019,5,25
3/1/2020,5,25
3/2/2019,5,25
3/2/2020,5,25
3/3/2019,5,25
3/3/2020,5,25
3/4/2019,8,25
3/4/2020,5,25
3/5/2019,5,25
3/5/2020,5,25
3/6/2019,5,25
3/6/2020,5,25
3/7/2019,5,25
3/7/2020,5,25
3/8/2019,5,25
3/8/2020,5,25
3/9/2019,5,25
3/9/2020,5,25
3/10/2019,5,25
3/10/2020,5,25
3/11/2019,5,25
3/11/2020,5,25
3/12/2019,5,25
3/12/2020,5,25
3/13/2019,5,25
3/13/2020,5,25
3/14/2019,5,25
3/14/2020,5,25
3/15/2019,5,25
3/15/2020,5,25
3/16/2019,5,25
3/16/2020,5,25
3/17/2019,5,25
3/17/2020,5,25
3/18/2019,5,25
3/18/2020,5,25
3/19/2019,5,25
3/19/2020,5,25
3/20/2019,5,25
3/20/2020,5,25
3/21/2019,5,25
3/21/2020,5,25
3/22/2019,5,25
3/22/2020,5,25
3/23/2019,5,25
3/23/2020,5,25
3/24/2019,5,25
3/24/2020,5,25
3/25/2019,5,25
3/25/2020,5,25
3/26/2019,5,25
3/26/2020,5,25
3/27/2019,5,25
3/27/2020,5,25
3/28/2019,5,25
3/28/2020,5,25
3/29/2019,5,25
3/29/2020,5,25
3/30/2019,5,25
3/30/2020,5,25
3/31/2019,5,25
3/31/2020,5,25
4/1/2019,5,25
4/1/2020,5,25
4/2/2019,5,25
4/2/2020,5,25
4/3/2019,5,25
4/3/2020,5,25
4/4/2019,5,25
4/4/2020,9,25
4/5/2019,5,25
4/5/2020,9,25
4/6/2019,5,25
4/6/2020,5,25
4/7/2019,5,25
4/7/2020,8,25
4/8/2019,5,25
4/8/2020,5,25
4/9/2019,5,25
4/9/2020,5,25
4/10/2019,5,25
4/10/2020,5,25
4/11/2019,5,25
4/11/2020,5,25
4/12/2019,5,25
4/12/2020,5,25
4/13/2019,5,25
4/13/2020,5,25
4/14/2019,5,25
4/14/2020,5,25
4/15/2019,5,25
4/15/2020,5,25
4/16/2019,5,25
4/16/2020,5,25
4/17/2019,5,25
4/17/2020,5,25
4/18/2019,5,25
4/18/2020,5,25
4/19/2019,5,25
4/19/2020,5,25
4/20/2019,5,25
4/20/2020,5,25
4/21/2019,5,25
4/21/2020,5,25
4/22/2019,5,25
4/22/2020,5,25
4/23/2019,5,25
4/23/2020,5,25
4/24/2019,5,25
4/24/2020,5,25
4/25/2019,5,25
4/25/2020,5,25
4/26/2019,5,25
4/26/2020,5,25
4/27/2019,5,25
4/27/2020,5,25
4/28/2019,5,25
4/28/2020,8,25
4/29/2019,5,25
4/29/2020,5,25
4/30/2019,5,25
4/30/2020,5,25
5/1/2019,5,25
5/1/2020,5,25
5/2/2019,5,25
5/2/2020,5,25
5/3/2019,5,25
5/3/2020,5,25
5/4/2019,5,25
5/4/2020,5,25
5/5/2019,5,25
5/5/2020,5,25
5/6/2019,5,25
5/6/2020,5,25
5/7/2019,8,25
5/7/2020,5,25
5/8/2019,9,25
5/8/2020,5,25
5/9/2019,5,25
5/9/2020,5,25
5/10/2019,5,25
5/10/2020,5,25
5/11/2019,5,25
5/11/2020,5,25
5/12/2019,5,25
5/12/2020,5,25
5/13/2019,5,25
5/13/2020,9,25
5/14/2019,5,25
5/14/2020,5,25
5/15/2019,5,25
5/15/2020,5,25
5/16/2019,5,25
5/16/2020,5,25
5/17/2019,5,25
5/17/2020,5,25
5/18/2019,5,25
5/18/2020,5,25
5/19/2019,5,25
5/19/2020,5,25
5/20/2019,5,25
5/20/2020,5,25
5/21/2019,5,25
5/21/2020,5,25
5/22/2019,5,25
5/22/2020,5,25
5/23/2019,5,25
5/23/2020,5,25
5/24/2019,5,25
5/24/2020,5,25
5/25/2019,9,25
5/25/2020,5,25
5/26/2019,5,25
5/26/2020,5,25
5/27/2019,5,25
5/27/2020,5,25
5/28/2019,5,25
5/28/2020,5,25
5/29/2019,5,25
5/29/2020,5,25
5/30/2019,5,25
5/30/2020,9,25
5/31/2019,5,25
5/31/2020,5,25
6/1/2019,5,25
6/1/2020,5,25
6/2/2019,5,25
6/2/2020,5,25
6/3/2019,5,25
6/3/2020,9,25
6/4/2019,5,25
6/4/2020,5,25
6/5/2019,5,25
6/5/2020,5,25
6/6/2019,5,25
6/6/2020,9,25
6/7/2019,5,25
6/7/2020,9,25
6/8/2019,5,25
6/8/2020,5,25
6/9/2019,5,25
6/9/2020,8,25
